trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1316,False,"{'e': 0.027565892320998563, 'a': 0.5}",25,0,35.84577012629288,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'e': 0.027555424922739644, 'a': 0.5}",25,13,18.84536760414151,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'e': 0.027544969439561987, 'a': 0.5}",25,11,20.767385169276686,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'e': 0.02753452584887775, 'a': 0.5}",25,18,14.396877069415519,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'e': 0.027524094128159017, 'a': 0.5}",20,1,30.724633763125915,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'e': 0.027513674254937545, 'a': 0.5}",25,20,10.018830874084935,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'e': 0.027503266206804603, 'a': 0.5}",25,17,14.443859377005898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'e': 0.02749286996141075, 'a': 0.5}",20,16,6.854316233357279,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'e': 0.027482485496465633, 'a': 0.5}",30,19,20.317771553241496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'e': 0.027472112789737803, 'a': 0.5}",25,2,32.65597256412483,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'e': 0.027461751819054487, 'a': 0.5}",20,2,23.63667599891103,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'e': 0.027451402562301407, 'a': 0.5}",20,0,34.62705190288353,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1328,False,"{'e': 0.027441064997422587, 'a': 0.5}",20,14,0.3131680537480408,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1329,False,"{'e': 0.02743073910242014, 'a': 0.5}",30,18,22.061686318971624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'e': 0.027420424855354085, 'a': 0.5}",25,11,15.60021085284072,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'e': 0.027410122234342145, 'a': 0.5}",20,5,21.637950400110483,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'e': 0.02739983121755955, 'a': 0.5}",20,12,17.717457069419122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'e': 0.027389551783238836, 'a': 0.5}",20,0,28.22450346815781,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1334,False,"{'e': 0.027379283909669677, 'a': 0.5}",20,2,21.89035788543326,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'e': 0.027369027575198667, 'a': 0.5}",20,5,24.334658791087122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'e': 0.027358782758229137, 'a': 0.5}",25,8,28.520057917482937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'e': 0.02734854943722097, 'a': 0.5}",20,8,18.246263014044647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'e': 0.027338327590690405, 'a': 0.5}",20,2,29.583043421707316,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'e': 0.02732811719720984, 'a': 0.5}",20,6,-19.4958319931554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1340,False,"{'e': 0.027317918235407655, 'a': 0.5}",20,16,6.8672081939187395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'e': 0.027307730683968016, 'a': 0.5}",20,6,4.368073319631802,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1342,False,"{'e': 0.027297554521630706, 'a': 0.5}",20,13,4.533604819882649,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'e': 0.027287389727190907, 'a': 0.5}",20,3,28.005233113378026,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'e': 0.02727723627949905, 'a': 0.5}",20,0,25.443780803416185,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1345,False,"{'e': 0.027267094157460592, 'a': 0.5}",20,15,7.859525611155177,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'e': 0.027256963340035873, 'a': 0.5}",30,13,33.60135787598836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'e': 0.027246843806239894, 'a': 0.5}",20,6,19.406278253276923,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'e': 0.027236735535142165, 'a': 0.5}",20,9,19.77698246254906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'e': 0.027226638505866506, 'a': 0.5}",20,12,10.9376646438288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'e': 0.027216552697590865, 'a': 0.5}",20,13,12.711355868727074,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'e': 0.02720647808954716, 'a': 0.5}",25,16,18.139889979563844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'e': 0.02719641466102106, 'a': 0.5}",30,0,41.02796150081916,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1353,False,"{'e': 0.027186362391351842, 'a': 0.5}",20,0,25.51953063614959,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1354,False,"{'e': 0.0271763212599322, 'a': 0.5}",20,13,13.103344363239078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'e': 0.02716629124620806, 'a': 0.5}",20,9,18.852475123160986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'e': 0.027156272329678422, 'a': 0.5}",25,12,20.40262452647015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'e': 0.027146264489895156, 'a': 0.5}",20,14,11.041676628045026,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'e': 0.027136267706462856, 'a': 0.5}",20,2,26.04306887766464,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'e': 0.027126281959038646, 'a': 0.5}",25,14,19.77002561884463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'e': 0.02711630722733202, 'a': 0.5}",20,0,17.377281642735426,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1361,False,"{'e': 0.027106343491104655, 'a': 0.5}",30,0,0.037449096326278464,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1362,False,"{'e': 0.02709639073017024, 'a': 0.5}",30,19,19.68170750072944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'e': 0.027086448924394324, 'a': 0.5}",25,13,19.54492662725976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'e': 0.027076518053694116, 'a': 0.5}",20,4,27.601789012954637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'e': 0.027066598098038335, 'a': 0.5}",30,7,38.94801102409133,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'e': 0.027056689037447044, 'a': 0.5}",20,0,25.12978762742038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1367,False,"{'e': 0.02704679085199144, 'a': 0.5}",35,17,26.84647019288837,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'e': 0.02703690352179376, 'a': 0.5}",30,10,35.468344700425355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'e': 0.02702702702702703, 'a': 0.5}",25,0,39.26196113541556,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1370,False,"{'e': 0.02701716134791496, 'a': 0.5}",20,11,16.509902861405994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'e': 0.027007306464731755, 'a': 0.5}",20,10,7.0431762880326385,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'e': 0.02699746235780194, 'a': 0.5}",20,11,14.43946397461595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'e': 0.026987629007500225, 'a': 0.5}",25,17,14.549971737269608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'e': 0.026977806394251295, 'a': 0.5}",25,7,28.983264890714402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'e': 0.026967994498529685, 'a': 0.5}",35,8,44.0109054690431,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'e': 0.026958193300859603, 'a': 0.5}",20,13,12.48419252055238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'e': 0.026948402781814772, 'a': 0.5}",20,14,12.528884944522881,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'e': 0.026938622922018266, 'a': 0.5}",25,10,24.187163697281683,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'e': 0.026928853702142336, 'a': 0.5}",30,22,15.639462055068858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'e': 0.026919095102908276, 'a': 0.5}",25,16,16.31851600671775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'e': 0.02690934710508624, 'a': 0.5}",30,3,43.083900374099656,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'e': 0.026899609689495087, 'a': 0.5}",30,19,-1.401070932439092,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1383,False,"{'e': 0.026889882837002246, 'a': 0.5}",20,6,25.86298242878656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'e': 0.026880166528523517, 'a': 0.5}",20,16,7.286671856073965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'e': 0.026870460745022952, 'a': 0.5}",20,4,28.850266456514667,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'e': 0.026860765467512676, 'a': 0.5}",30,24,7.652663395106952,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'e': 0.026851080677052736, 'a': 0.5}",20,0,32.54572543794283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'e': 0.02684140635475095, 'a': 0.5}",30,17,19.478710589757743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'e': 0.026831742481762743, 'a': 0.5}",20,15,4.9249076398229565,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'e': 0.026822089039291005, 'a': 0.5}",25,16,16.6749427279283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'e': 0.02681244600858593, 'a': 0.5}",20,8,10.652395917476273,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1392,False,"{'e': 0.02680281337094487, 'a': 0.5}",20,11,1.7324445925183438,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1393,False,"{'e': 0.026793191107712163, 'a': 0.5}",25,16,18.175229945573413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'e': 0.026783579200279007, 'a': 0.5}",25,19,10.692265007974054,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'e': 0.026773977630083295, 'a': 0.5}",20,14,9.782465010975192,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'e': 0.02676438637860946, 'a': 0.5}",20,6,22.419999460540488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'e': 0.026754805427388343, 'a': 0.5}",20,6,25.825477229595002,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'e': 0.02674523475799702, 'a': 0.5}",25,18,12.468004732809058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'e': 0.02673567435205868, 'a': 0.5}",25,19,11.225173187099971,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'e': 0.026726124191242435, 'a': 0.5}",30,19,24.05077314306021,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'e': 0.02671658425726324, 'a': 0.5}",30,16,27.055508200398204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'e': 0.026707054531881675, 'a': 0.5}",20,10,17.993401179329517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'e': 0.02669753499690384, 'a': 0.5}",20,12,4.056729415587492,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'e': 0.02668802563418119, 'a': 0.5}",20,10,16.097017547879258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'e': 0.026678526425610406, 'a': 0.5}",20,11,18.80043934858945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'e': 0.026669037353133248, 'a': 0.5}",25,19,-11.96457324458428,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1407,False,"{'e': 0.026659558398736394, 'a': 0.5}",25,20,10.41724773328502,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'e': 0.026650089544451302, 'a': 0.5}",25,11,23.488431592846506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'e': 0.026640630772354096, 'a': 0.5}",30,20,20.451927229358333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'e': 0.026631182064565374, 'a': 0.5}",25,2,37.27025718441797,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'e': 0.026621743403250103, 'a': 0.5}",30,17,25.375396540451185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'e': 0.026612314770617474, 'a': 0.5}",20,9,18.195079651400086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'e': 0.026602896148920738, 'a': 0.5}",30,15,32.04648548140057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'e': 0.026593487520457093, 'a': 0.5}",20,0,35.78552187638242,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1415,False,"{'e': 0.026584088867567534, 'a': 0.5}",20,16,8.89554781173839,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'e': 0.026574700172636696, 'a': 0.5}",20,16,8.433519912252557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'e': 0.02656532141809275, 'a': 0.5}",25,13,21.039920533751896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'e': 0.026555952586407233, 'a': 0.5}",30,10,29.927577122751327,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'e': 0.026546593660094948, 'a': 0.5}",20,5,30.155056300192694,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'e': 0.026537244621713762, 'a': 0.5}",25,0,17.094345484644577,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1421,False,"{'e': 0.02652790545386455, 'a': 0.5}",30,17,23.338261799521526,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'e': 0.026518576139190998, 'a': 0.5}",30,24,14.191244591749053,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'e': 0.0265092566603795, 'a': 0.5}",30,15,27.560386981679137,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'e': 0.026499947000159, 'a': 0.5}",30,16,22.577808814000296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'e': 0.02649064714130088, 'a': 0.5}",20,14,9.907662604777116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'e': 0.026481357066618805, 'a': 0.5}",35,14,37.029872202598895,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'e': 0.026472076758968607, 'a': 0.5}",30,2,2.9809533138767366,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
1428,False,"{'e': 0.026462806201248155, 'a': 0.5}",20,2,29.897214467925565,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'e': 0.0264535453763972, 'a': 0.5}",25,13,19.6149702087759,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'e': 0.026444294267397254, 'a': 0.5}",20,13,15.1631494117185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'e': 0.02643505285727147, 'a': 0.5}",25,20,8.675220068007176,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'e': 0.026425821129084495, 'a': 0.5}",20,8,20.657960878708792,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'e': 0.026416599065942358, 'a': 0.5}",25,10,23.569581613171223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'e': 0.026407386650992314, 'a': 0.5}",35,24,20.232306994600478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'e': 0.02639818386742273, 'a': 0.5}",20,12,19.663283320466338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'e': 0.026388990698462976, 'a': 0.5}",25,0,36.95891340046341,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1437,False,"{'e': 0.026379807127383248, 'a': 0.5}",30,0,49.394187034633255,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1438,False,"{'e': 0.026370633137494492, 'a': 0.5}",25,7,25.912868109197156,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'e': 0.02636146871214824, 'a': 0.5}",25,0,40.69021562822794,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'e': 0.026352313834736494, 'a': 0.5}",25,14,20.862677245882182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'e': 0.02634316848869161, 'a': 0.5}",25,11,25.685684575769123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'e': 0.026334032657486166, 'a': 0.5}",20,9,20.37786281427679,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'e': 0.02632490632463282, 'a': 0.5}",20,3,26.18503254443288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'e': 0.02631578947368421, 'a': 0.5}",20,2,25.317228777626937,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'e': 0.02630668208823282, 'a': 0.5}",20,1,29.868749058375904,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'e': 0.02629758415191085, 'a': 0.5}",20,16,8.012999386577777,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'e': 0.026288495648390097, 'a': 0.5}",20,16,9.348551782871807,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'e': 0.026279416561381837, 'a': 0.5}",25,13,19.27672755778265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'e': 0.02627034687463669, 'a': 0.5}",20,6,24.576732809970025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'e': 0.02626128657194451, 'a': 0.5}",20,2,26.54314775746215,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'e': 0.026252235637134264, 'a': 0.5}",25,14,15.90710574792073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'e': 0.0262431940540739, 'a': 0.5}",25,1,33.91724185781312,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'e': 0.026234161806670223, 'a': 0.5}",25,2,34.51098002440905,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'e': 0.026225138878868803, 'a': 0.5}",20,13,15.629151646088815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'e': 0.026216125254653815, 'a': 0.5}",20,16,8.494931096355275,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'e': 0.026207120918047958, 'a': 0.5}",20,0,25.841954339677685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1457,False,"{'e': 0.026198125853112302, 'a': 0.5}",25,15,21.478759153636357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'e': 0.026189140043946204, 'a': 0.5}",20,8,24.73708428849188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'e': 0.026180163474687157, 'a': 0.5}",20,15,1.5112061319297472,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'e': 0.026171196129510688, 'a': 0.5}",25,5,27.54213731013534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'e': 0.026162237992630243, 'a': 0.5}",20,8,19.38064995679057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'e': 0.026153289048297074, 'a': 0.5}",20,0,28.183613530829316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1463,False,"{'e': 0.026144349280800103, 'a': 0.5}",20,9,19.045150507693002,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'e': 0.026135418674465834, 'a': 0.5}",25,0,38.24422281445653,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1465,False,"{'e': 0.026126497213658208, 'a': 0.5}",20,14,12.144931583434044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'e': 0.02611758488277851, 'a': 0.5}",20,9,18.859380896873283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'e': 0.026108681666265243, 'a': 0.5}",20,13,13.967245131243697,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'e': 0.026099787548594027, 'a': 0.5}",25,16,20.406150390207547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'e': 0.026090902514277467, 'a': 0.5}",25,18,15.535846898102566,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'e': 0.026082026547865053, 'a': 0.5}",20,14,11.444145171241374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'e': 0.02607315963394304, 'a': 0.5}",20,0,18.68825644858889,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'e': 0.026064301757134346, 'a': 0.5}",25,18,12.23494043812665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'e': 0.026055452902098424, 'a': 0.5}",20,12,12.223741946552474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'e': 0.026046613053531162, 'a': 0.5}",20,8,22.415019834455855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'e': 0.026037782196164774, 'a': 0.5}",25,16,16.047428022233913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'e': 0.026028960314767677, 'a': 0.5}",20,0,27.65943258743768,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1477,False,"{'e': 0.026020147394144395, 'a': 0.5}",20,0,29.63300595766746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'e': 0.026011343419135434, 'a': 0.5}",30,20,19.231853352064487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'e': 0.02600254837461719, 'a': 0.5}",20,4,23.07154782720085,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'e': 0.02599376224550182, 'a': 0.5}",25,15,13.171471521163806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'e': 0.02598498501673715, 'a': 0.5}",25,15,16.121125535295487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'e': 0.025976216673306556, 'a': 0.5}",30,17,25.165831933136314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'e': 0.02596745720022887, 'a': 0.5}",30,8,38.10614658343239,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'e': 0.02595870658255825, 'a': 0.5}",20,11,17.10535124473623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'e': 0.025949964805384102, 'a': 0.5}",20,15,10.978499426764397,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'e': 0.025941231853830935, 'a': 0.5}",20,0,21.025150721712553,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1487,False,"{'e': 0.02593250771305829, 'a': 0.5}",25,12,22.57093734422666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'e': 0.02592379236826063, 'a': 0.5}",25,11,23.60581035886199,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'e': 0.02591508580466721, 'a': 0.5}",20,7,0.16845941119529373,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1490,False,"{'e': 0.02590638800754199, 'a': 0.5}",20,0,34.896279222259004,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1491,False,"{'e': 0.025897698962183534, 'a': 0.5}",20,11,16.184503982729677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'e': 0.025889018653924886, 'a': 0.5}",20,5,18.473605330043192,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'e': 0.0258803470681335, 'a': 0.5}",20,6,24.44119506976431,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'e': 0.025871684190211096, 'a': 0.5}",25,13,-22.56816060216063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1495,False,"{'e': 0.025863030005593587, 'a': 0.5}",20,11,17.291302464271922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'e': 0.025854384499750957, 'a': 0.5}",20,15,7.9865043603494374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'e': 0.02584574765818718, 'a': 0.5}",25,18,14.07387505173638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'e': 0.02583711946644009, 'a': 0.5}",25,5,29.300765819947543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
